jasc_code,title,ata_chapter,ata_chapter_title,definition,system_level,wiring_code,single_engine_piston,multi_engine_piston,turboprop,business_jet_transport_jet,rotorcraft,notes,source,source_last_updated,source_url
7413,Induction Vibrator,74,Ignition,The unit which provides a high tension spark to reciprocating engine spark plugs for starting.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7414,Magneto/Distributor,74,Ignition,"The components which generate and distribute a high voltage to spark plugs in reciprocating engines for fuel/air combustion. Typical parts are coil, breaker points, gear, bearing, contact finger, distributor block, frame, impulse coupling, condenser, rotor, cam, electrode, seal, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7420,Ignition Harness (Distribution),74,Ignition,"The high tension insulated wiring from the magneto to the spark plug in reciprocating engines which provides a spark for combustion. For turbine engine, the high tension leads to burner can igniters for used for starting. Typical parts are lead, shielding, sleeve, ignition cable, terminal, ferrule, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7421,Spark Plug/Igniter,74,Ignition,The part which provides the spark in the reciprocating engine cylinders or combustion chamber of turbine engines.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7430,Ignition Switching,74,Ignition,"The unit which provides a means of rendering the ignition power supply (magneto) inoperative. Also used to direct electrical current to the magneto switch. Does not include engine cranking which is covered in JASC code 8010. Typical parts are start button (only if associated with a ignition switching discrepancy), switch, back plate, contacts, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7497,Ignition System Wiring,74,Ignition,For reports indicating a problem with wiring specific to the Ignition System.,0,1,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7500,Engine Bleed Air System,75,Air,"For general reports of turbine engine compressor bleed air systems used to control the flow of air through the engine, cooling air systems, and heated air for engine anti-icing reported with insufficient information to file in a more specific JASC 7500 series code.",1,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7510,Engine Anti-Icing System,75,Air,"The engine system components and parts used to eliminate and prevent the formation of ice. Includes the control valve and associated actuator, switch and circuitry which controls the flow of turbine engine compressor bleed air to the engine anti-icing system. Anti-icing reports pertaining to the powerplant cowling are filed in JASC code 3020. Typical parts are control valve, actuator, motor, switch, relay, circuit breaker, hose, manifold, coupling, fuel heat duct, fuel heat valve, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7520,Engine Cooling System,75,Air,"The portion of the engine compressor bleed air system which is used to ventilate engine compartments and accessories. Does not include the engine bleed control valve which is filed in JASC code 7532. Typical parts are jet pumps, vortex generators, valve, actuator, and associated parts and circuitry used to control bleed air to engine accessory cooling systems.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7530,Compressor Bleed Control,75,Air,"The system except valve and governor which controls the flow of air through turbine engines. Typical parts are sense line, fittings, cables, sense line filter, speed sense valve, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7531,Compressor Bleed Governor,75,Air,The unit controlling relative position of the compressor bleed valve in turbine engines for air flow control.,0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7532,Compressor Bleed Valve,75,Air,"The component which releases air from turbine engine compressor sections for air flow control. Typical parts are bleed valve, actuator, check valve, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7540,Bleed Air Indicating System,75,Air,"The systems which indicate temperature, pressure, control positions and warning indications of turbine engine compressor bleed air systems in turbine engines. Typical parts are transmitter, sensor, indicator, lamp, pressure switch, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7597,Engine Bleed Air System Wiring,75,Air,For reports indicating a problem with wiring specific to the Engine Bleed Air System.,0,1,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7600,Engine Controls,76,Engine Controls,"The controls which govern the operation of the engine. Includes units and components which are interconnected for emergency shutdown. For turboprop engines, includes linkages and controls to the coordinator or equivalent to the propeller governor, fuel control unit or other units being controlled. For reciprocating engines, includes controls for blowers. Does not include units or components which are specifically included in other chapters. For general reports of engine control problems with insufficient information to file in a more specific JASC 7600 series code.",1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7601,Engine Synchronizing,76,Engine Controls,The components providing for engine synchronization in multi-engine aircraft.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7602,Mixture Control,76,Engine Controls,"The control for adjusting fuel-air mixture in piston engines. Includes linkage from the cockpit lever to the carburetor or fuel injector servo but does not include the arm on mixture control shafts. Typical parts are cable, rod, bellcrank, rod end, housing, clamp and cockpit control lever/knob.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7603,Power Lever,76,Engine Controls,"The system which provides for control of carburetor or fuel injectors on piston engines; fuel controls or coordinator on turbine engines; and propeller regulator turboprop engines. Typical parts are cable, rod, rod end, bellcrank, bracket, clamp, actuator, shaft, shaft pin, knob, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7620,Engine Emergency Shutdown System,76,Engine Controls,"The system which provides for rapid, complete shutoff of combustible fluids to the engine compartments during emergency procedures. Typical parts are cable, actuator, switch, lever, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7697,Engine Control System Wiring,76,Engine Controls,For reports indicating a problem with wiring specific to the Engine Control System.,0,1,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7700,Engine Indicating System,77,Engine Indicating,For general reports of engine indicating system discrepancies with insufficient information to file in a more specific JASC 7700 series code. This code is also used for reports with multiple engine indications.,1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7710,Power Indicating System,77,Engine Indicating,"For power indicating systems which directly or indirectly indicates power or thrust (i.e., brake mean effective pressure {BMEP}, engine pressure ratio {EPR}, RPM, etc.) but is not covered in JASC codes 7711 through 7722.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7711,Engine Pressure Ratio (EPR),77,Engine Indicating,"The system which sense, measures, and indicates the engine pressure ratio (EPR) of an turbine engine. The system measures the difference between the compressor inlet pressure and the turbine discharge pressure. Typical parts are sensor, transducer, transmitter, probe, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7712,Engine BMEP/Torque Indicating,77,Engine Indicating,"The system that senses and measures brake mean effective pressure (BMEP) or engine torque in turbo- prop and piston engines. Does not include internal parts which are type certificated with the engine. Typical parts are indicator, line, sensor, transmitter, pressure switch, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7713,Manifold Pressure (MP) Indicating,77,Engine Indicating,"The reciprocating engine manifold pressure (MP) indicating system including the indicator and sensor. Typical parts are lines, hoses and fittings.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7714,Engine RPM Indicating System,77,Engine Indicating,"The system including the indicator and sensor which indicates engine speed in revolutions per minute (RPM). Typical parts are, cable, connector, tachometer, tachometer generator, N1 indicator.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7720,Engine Temperature Indicating System,77,Engine Indicating,For general reports of the system components and parts which indicate engine temperature with insufficient information to file in a more specific JASC 7700 series code.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
